EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
141608.859,135621.359,225122.125,225273.313,133308.766,159768.406,132792.609,147561.844,-0.022,1.025,-0.015,-0.427,0.977,0.885,93.333,22342.000,1.000
142176.141,135957.438,225489.500,225391.516,133703.219,160169.391,132974.734,148029.438,-0.023,1.020,-0.014,-0.519,0.946,0.824,93.333,22343.000,1.000
142824.172,136222.891,226007.266,225498.359,134274.172,160597.203,133132.984,148556.672,-0.024,1.019,-0.017,-0.580,0.977,0.610,93.333,22344.000,1.000
142112.750,135810.016,225559.688,225352.000,133797.375,160107.609,132911.531,147997.438,-0.025,1.015,-0.018,-0.610,0.916,0.580,93.333,22345.000,1.000
141604.828,135606.875,225123.469,225271.703,133309.391,159756.234,132788.859,147554.875,-0.025,1.012,-0.018,-0.641,0.763,0.488,93.333,22346.000,1.000
142031.391,135881.625,225380.078,225368.813,133582.344,160066.297,132939.234,147906.500,-0.028,1.014,-0.018,-0.580,0.671,0.305,93.333,22347.000,1.000
142834.188,136244.078,225986.781,225503.453,134250.313,160605.609,133141.563,148547.734,-0.029,1.017,-0.016,-0.580,0.549,0.214,93.333,22348.000,1.000
142346.734,135917.203,225699.703,225381.500,133942.563,160254.953,132959.719,148137.359,-0.028,1.019,-0.015,-0.549,0.458,0.153,93.333,22349.000,1.000
141613.859,135596.500,225153.516,225265.719,133351.672,159765.984,132786.719,147577.844,-0.028,1.021,-0.010,-0.702,0.305,0.092,93.333,22350.000,1.000
141895.406,135812.156,225288.609,225336.891,133488.734,159970.641,132894.359,147796.000,-0.028,1.018,-0.011,-0.671,0.122,0.031,93.333,22351.000,1.000
142743.969,136217.078,225914.359,225486.641,134176.984,160545.969,133120.203,148478.266,-0.027,1.016,-0.017,-0.702,0.031,-0.031,93.333,22352.000,1.000
142508.734,136004.734,225802.078,225406.719,134053.516,160351.688,133004.594,148250.359,-0.028,1.013,-0.015,-0.763,-0.122,-0.031,93.333,22353.000,1.000
141666.969,135610.000,225203.766,225268.219,133406.922,159795.125,132797.984,147615.125,-0.026,1.012,-0.017,-0.641,-0.122,-0.092,93.333,22354.000,1.000
141775.063,135741.438,225207.344,225303.625,133399.328,159883.734,132857.703,147692.828,-0.028,1.015,-0.019,-0.641,-0.153,0.061,93.333,22355.000,1.000
142607.797,136166.469,225808.063,225460.625,134056.734,160464.344,133094.000,148376.703,-0.025,1.018,-0.017,-0.488,-0.275,0.000,93.333,22356.000,1.000
142643.922,136092.891,225892.281,225441.313,134146.500,160458.891,133050.641,148370.969,-0.022,1.022,-0.015,-0.427,-0.366,0.061,93.333,22357.000,1.000
141758.531,135651.766,225288.875,225293.344,133499.281,159870.063,132821.672,147702.656,-0.022,1.025,-0.017,-0.366,-0.336,0.214,93.333,22358.000,1.000
141686.734,135689.125,225160.125,225293.797,133356.234,159828.922,132828.563,147633.094,-0.021,1.025,-0.020,-0.458,-0.336,0.214,93.333,22359.000,1.000
142457.328,136093.438,225694.875,225436.391,133942.563,160362.688,133050.547,148261.719,-0.020,1.025,-0.019,-0.519,-0.305,0.427,93.333,22360.000,1.000
142723.766,136130.891,225936.625,225450.797,134208.734,160507.344,133065.578,148445.906,-0.020,1.024,-0.021,-0.580,-0.305,0.519,93.333,22361.000,1.000
141847.125,135665.000,225345.469,225286.016,133568.484,159908.047,132813.453,147765.688,-0.019,1.024,-0.016,-0.580,-0.092,0.702,93.333,22362.000,1.000
141613.328,135627.625,225110.594,225266.078,133304.734,159764.828,132786.266,147576.141,-0.018,1.024,-0.014,-0.641,-0.122,0.763,93.333,22363.000,1.000
142300.063,136020.203,225576.406,225405.547,133810.516,160254.953,133003.078,148138.078,-0.021,1.021,-0.015,-0.702,0.000,0.854,93.333,22364.000,1.000
142797.875,136191.953,225983.391,225473.594,134256.203,160570.734,133104.734,148515.188,-0.023,1.021,-0.016,-0.671,0.122,0.824,93.333,22365.000,1.000
142011.188,135754.313,225473.234,225325.438,133699.922,160031.703,132876.563,147893.359,-0.026,1.022,-0.016,-0.732,0.122,0.732,93.333,22366.000,1.000
141589.906,135612.953,225119.359,225268.844,133309.750,159760.078,132789.750,147563.906,-0.027,1.023,-0.014,-0.702,0.031,0.702,93.333,22367.000,1.000
142135.828,135936.516,225469.828,225378.016,133690.078,160151.859,132958.734,148012.547,-0.028,1.023,-0.019,-0.885,0.153,0.610,93.333,22368.000,1.000
142806.016,136209.844,225984.906,225479.484,134257.453,160587.094,133113.234,148538.172,-0.027,1.024,-0.012,-0.916,0.122,0.549,93.333,22369.000,1.000
142162.375,135817.078,225580.078,225341.625,133815.875,160128.172,132898.656,148011.563,-0.026,1.021,-0.014,-1.038,0.031,0.580,93.333,22370.000,1.000
141579.531,135581.125,225126.781,225255.891,133322.438,159745.063,132769.906,147561.844,-0.024,1.021,-0.012,-1.038,-0.031,0.427,93.333,22371.000,1.000
141985.266,135851.500,225359.500,225342.156,133570.281,160040.828,132912.516,147888.266,-0.023,1.021,-0.011,-1.129,-0.061,0.519,93.333,22372.000,1.000
142773.031,136205.906,225950.578,225473.328,134216.953,160564.031,133108.313,148517.250,-0.022,1.021,-0.011,-1.068,0.000,0.580,93.333,22373.000,1.000
142332.703,135902.453,225698.453,225366.297,133936.219,160238.406,132941.750,148139.594,-0.018,1.020,-0.009,-1.221,0.244,0.580,93.333,22374.000,1.000
141605.906,135583.000,225160.938,225250.703,133352.391,159758.750,132772.141,147583.484,-0.019,1.022,-0.013,-1.221,0.366,0.671,93.333,22375.000,1.000
141854.813,135776.844,225263.844,225307.031,133460.578,159940.594,132866.906,147774.625,-0.021,1.021,-0.015,-1.251,0.458,0.793,93.333,22376.000,1.000
142695.594,136180.609,225876.094,225456.781,134137.297,160506.984,133088.906,148455.734,-0.021,1.018,-0.013,-1.190,0.610,0.671,93.333,22377.000,1.000
142493.813,135989.266,225790.359,225395.531,134041.266,160335.859,132988.141,148259.844,-0.020,1.016,-0.010,-1.221,0.702,0.610,93.333,22378.000,1.000
141657.859,135596.688,225197.766,225263.844,133405.141,159780.469,132785.734,147631.484,-0.020,1.016,-0.009,-1.160,0.824,0.702,93.333,22379.000,1.000
141746.094,135715.063,225180.609,225291.109,133381.453,159850.656,132833.391,147693.188,-0.019,1.017,-0.009,-1.160,0.824,0.702,93.333,22380.000,1.000
142584.375,136142.609,225778.828,225448.734,134039.219,160428.141,133070.766,148377.859,-0.019,1.016,-0.009,-1.129,0.946,0.793,93.333,22381.000,1.000
142642.047,136079.484,225879.313,225430.766,134144.625,160434.031,133033.656,148386.438,-0.021,1.016,-0.008,-1.129,0.916,0.793,93.333,22382.000,1.000
141756.375,135637.906,225275.547,225280.469,133492.406,159846.359,132802.531,147715.625,-0.024,1.017,-0.010,-1.160,1.007,0.885,93.333,22383.000,1.000
141676.000,135671.781,225143.141,225282.438,133340.047,159805.234,132810.766,147642.313,-0.022,1.017,-0.007,-1.007,1.099,0.854,93.333,22384.000,1.000
142442.484,136078.766,225670.281,225425.672,133914.578,160336.047,133036.688,148263.781,-0.024,1.015,-0.007,-0.946,1.007,0.946,93.333,22385.000,1.000
142737.703,136140.094,225934.750,225451.859,134199.703,160504.844,133068.531,148465.750,-0.023,1.014,-0.006,-0.854,0.946,0.977,93.333,22386.000,1.000
141861.797,135673.578,225347.609,225287.531,133561.875,159910.922,132816.219,147786.875,-0.025,1.015,-0.010,-0.854,0.885,0.854,93.333,22387.000,1.000
141605.813,135619.313,225095.313,225259.375,133280.688,159751.141,132781.703,147580.625,-0.023,1.015,-0.009,-0.793,0.854,0.854,93.333,22388.000,1.000
142279.234,136004.656,225551.281,225399.297,133776.625,160232.688,132999.500,148136.109,-0.025,1.015,-0.007,-0.763,0.885,0.824,93.333,22389.000,1.000
142794.391,136188.656,225967.922,225472.703,134228.484,160555.813,133100.797,148522.344,-0.024,1.014,-0.006,-0.549,0.854,0.824,93.333,22390.000,1.000
142006.188,135742.422,225456.422,225314.359,133669.969,160008.813,132857.344,147894.703,-0.025,1.015,-0.010,-0.549,0.732,0.824,93.333,22391.000,1.000
141575.422,135595.172,225098.344,225254.453,133274.609,159730.766,132771.875,147559.156,-0.024,1.013,-0.008,-0.519,0.610,0.824,93.333,22392.000,1.000
142122.141,135926.953,225450.172,225371.125,133651.641,160125.844,132949.609,148005.484,-0.022,1.013,-0.010,-0.488,0.610,0.885,93.333,22393.000,1.000
142806.734,136212.781,225981.781,225481.375,134232.516,160574.578,133110.547,148541.203,-0.024,1.014,-0.009,-0.458,0.641,0.824,93.333,22394.000,1.000
142182.219,135834.953,225598.938,225355.578,133810.422,160133.453,132912.781,148031.500,-0.023,1.017,-0.009,-0.519,0.580,0.977,93.333,22395.000,1.000
141586.063,135591.328,225134.828,225265.359,133303.672,159736.484,132776.438,147574.359,-0.023,1.015,-0.009,-0.366,0.549,0.916,93.333,22396.000,1.000
141985.266,135854.625,225356.734,225349.500,133542.109,160019.984,132907.234,147889.344,-0.022,1.015,-0.010,-0.275,0.397,0.916,93.333,22397.000,1.000
142775.172,136211.891,225948.969,225481.453,134193.984,160548.391,133108.750,148519.922,-0.022,1.015,-0.009,-0.214,0.305,1.007,93.333,22398.000,1.000
142333.234,135904.516,225690.578,225371.578,133911.547,160221.156,132936.922,148136.016,-0.022,1.017,-0.007,-0.183,0.305,1.038,93.333,22399.000,1.000
141613.500,135588.906,225158.156,225262.672,133333.969,159749.891,132768.656,147583.031,-0.021,1.018,-0.006,-0.183,0.366,1.099,93.333,22400.000,1.000
141868.859,135791.859,225273.234,225328.297,133450.656,159944.984,132873.969,147783.656,-0.021,1.017,-0.008,-0.214,0.336,1.282,93.333,22401.000,1.000
142710.266,136197.328,225890.234,225479.313,134129.875,160520.141,133100.078,148467.359,-0.020,1.018,-0.010,-0.275,0.366,1.312,93.333,22402.000,1.000
142501.141,135996.063,225800.547,225406.984,134031.266,160349.906,132987.438,148266.813,-0.020,1.017,-0.010,-0.275,0.336,1.251,93.333,22403.000,1.000
141653.828,135593.469,225197.063,225262.141,133383.063,159789.766,132774.469,147624.781,-0.017,1.018,-0.010,-0.244,0.336,1.312,93.333,22404.000,1.000
141738.234,135712.828,225175.859,225291.109,133355.969,159860.047,132829.547,147679.141,-0.019,1.019,-0.009,-0.153,0.427,1.343,93.333,22405.000,1.000
142573.563,136136.344,225771.578,225444.984,134012.656,160437.969,133067.719,148358.188,-0.019,1.020,-0.010,-0.122,0.336,1.343,93.333,22406.000,1.000
142630.250,136070.625,225872.250,225429.516,134123.344,160447.891,133035.172,148371.250,-0.018,1.020,-0.011,-0.183,0.366,1.312,93.333,22407.000,1.000
141754.406,135633.344,225272.328,225283.516,133474.797,159862.719,132810.234,147702.750,-0.019,1.019,-0.009,-0.122,0.488,1.282,93.333,22408.000,1.000
141673.234,135669.375,225138.219,225282.531,133322.266,159817.219,132815.766,147626.219,-0.019,1.019,-0.010,-0.183,0.519,1.221,93.333,22409.000,1.000
142437.031,136076.000,225670.281,225426.391,133905.547,160351.328,133034.375,148251.172,-0.021,1.020,-0.014,-0.214,0.580,1.160,93.333,22410.000,1.000
142725.547,136130.797,225928.938,225446.953,134187.906,160516.281,133061.813,148452.063,-0.019,1.020,-0.013,-0.275,0.397,1.129,93.333,22411.000,1.000
141859.109,135673.484,225351.188,225288.609,133559.547,159927.547,132820.688,147781.156,-0.016,1.020,-0.013,-0.244,0.519,1.129,93.333,22412.000,1.000
141606.984,135627.438,225106.125,225264.203,133285.969,159770.359,132790.016,147577.672,-0.019,1.020,-0.011,-0.275,0.549,0.946,93.333,22413.000,1.000
142286.109,136016.188,225566.031,225406.000,133784.672,160253.078,133006.125,148132.172,-0.019,1.019,-0.013,-0.214,0.519,0.946,93.333,22414.000,1.000
142805.031,136199.828,225983.922,225476.719,134237.344,160576.813,133107.594,148520.547,-0.020,1.019,-0.011,-0.153,0.610,0.824,93.333,22415.000,1.000
142031.391,135760.844,225482.438,225318.016,133687.406,160041.625,132874.516,147904.359,-0.018,1.017,-0.012,-0.092,0.671,0.763,93.333,22416.000,1.000
141592.578,135603.922,225113.453,225245.422,133282.031,159755.609,132780.813,147560.234,-0.018,1.017,-0.010,-0.153,0.671,0.702,93.333,22417.000,1.000
142117.047,135916.406,225440.688,225344.313,133635.000,160127.813,132944.250,147985.547,-0.021,1.018,-0.012,-0.122,0.702,0.580,93.333,22418.000,1.000
142803.250,136201.438,225971.047,225448.734,134214.281,160575.469,133100.172,148520.281,-0.021,1.019,-0.014,0.000,0.702,0.458,93.333,22419.000,1.000
142186.156,135820.922,225590.719,225318.297,133795.219,160134.703,132888.547,148007.625,-0.021,1.018,-0.012,-0.031,0.671,0.305,93.333,22420.000,1.000
141596.156,135583.547,225136.266,225236.391,133298.031,159749.172,132763.641,147553.625,-0.019,1.017,-0.013,-0.061,0.519,0.275,93.333,22421.000,1.000
141994.828,135853.906,225367.016,225329.641,133544.266,160045.031,132914.563,147877.453,-0.020,1.014,-0.017,-0.092,0.580,0.305,93.333,22422.000,1.000
142779.547,136209.297,225954.875,225459.734,134193.078,160570.016,133113.938,148508.219,-0.019,1.016,-0.014,0.092,0.549,0.305,93.333,22423.000,1.000
142348.344,135909.250,225707.031,225354.859,133921.828,160252.359,132946.219,148140.844,-0.018,1.017,-0.015,0.214,0.549,0.305,93.333,22424.000,1.000
141610.828,135577.281,225159.688,225232.906,133327.359,159763.391,132760.703,147573.734,-0.017,1.020,-0.013,0.305,0.671,0.305,93.333,22425.000,1.000
141854.281,135774.156,225264.563,225292.719,133434.828,159947.125,132860.828,147760.781,-0.018,1.021,-0.013,0.366,0.763,0.488,93.333,22426.000,1.000
142687.375,136178.094,225875.656,225436.484,134108.594,160517.813,133088.469,148437.313,-0.021,1.019,-0.017,0.336,0.732,0.519,93.333,22427.000,1.000
142507.578,135996.422,225807.438,225373.984,134032.156,160363.672,132991.094,148257.781,-0.020,1.017,-0.015,0.214,0.824,0.458,93.333,22428.000,1.000
141659.641,135595.438,225209.484,225233.797,133388.422,159798.797,132780.984,147620.219,-0.022,1.015,-0.016,0.122,0.793,0.488,93.333,22429.000,1.000
141742.250,135718.016,225191.516,225268.406,133364.016,159870.063,132840.797,147678.078,-0.021,1.016,-0.014,0.275,0.732,0.458,93.333,22430.000,1.000
142565.516,136139.750,225779.266,225423.516,134011.500,160439.219,133075.047,148351.578,-0.024,1.016,-0.015,0.366,0.763,0.427,93.333,22431.000,1.000
142627.656,136073.141,225876.734,225398.047,134113.953,160444.047,133032.766,148359.359,-0.027,1.018,-0.017,0.397,0.732,0.336,93.333,22432.000,1.000
141751.906,135635.672,225283.250,225251.688,133466.469,159860.672,132805.125,147692.641,-0.026,1.019,-0.015,0.488,0.732,0.336,93.333,22433.000,1.000
141669.656,135675.813,225150.563,225257.141,133310.641,159815.703,132813.453,147615.672,-0.029,1.017,-0.016,0.488,0.519,0.336,93.333,22434.000,1.000
142429.172,136084.484,225680.297,225402.156,133888.125,160345.609,133037.406,148237.141,-0.030,1.020,-0.018,0.488,0.458,0.183,93.333,22435.000,1.000
142725.641,136142.250,225949.234,225422.984,134178.781,160518.797,133069.688,148446.250,-0.030,1.022,-0.017,0.519,0.458,0.031,93.333,22436.000,1.000
141875.922,135689.672,225382.313,225268.672,133560.625,159940.063,132831.594,147785.094,-0.032,1.022,-0.015,0.458,0.183,0.000,93.333,22437.000,1.000
141624.859,135642.375,225135.000,225246.672,133282.297,159781.000,132798.250,147577.406,-0.032,1.021,-0.015,0.366,0.031,0.000,93.333,22438.000,1.000
142275.563,136010.641,225575.516,225373.641,133760.891,160245.922,132994.313,148114.109,-0.031,1.022,-0.017,0.366,-0.153,-0.092,93.333,22439.000,1.000
142787.234,136194.906,225993.406,225445.063,134217.578,160574.406,133095.969,148507.953,-0.031,1.020,-0.018,0.275,-0.092,-0.061,93.333,22440.000,1.000
142016.828,135758.063,225489.953,225290.484,133665.313,160037.063,132858.422,147890.594,-0.027,1.020,-0.019,0.122,-0.305,-0.122,93.333,22441.000,1.000
141585.609,135605.719,225123.109,225230.219,133258.781,159752.844,132766.500,147544.141,-0.024,1.022,-0.018,0.031,-0.336,-0.183,93.333,22442.000,1.000
142112.578,135928.031,225453.031,225338.594,133618.563,160135.859,132942.281,147972.844,-0.025,1.023,-0.019,0.000,-0.397,-0.122,93.333,22443.000,1.000
142801.641,136219.578,225984.375,225450.609,134203.094,160590.047,133109.922,148518.047,-0.024,1.021,-0.015,-0.061,-0.427,-0.061,93.333,22444.000,1.000
142192.156,135843.531,225603.141,225321.953,133783.156,160152.219,132905.625,148014.063,-0.026,1.022,-0.018,-0.153,-0.397,0.031,93.333,22445.000,1.000
141588.469,135592.125,225136.703,225228.344,133277.109,159753.375,132764.813,147551.656,-0.024,1.024,-0.019,-0.183,-0.336,0.000,93.333,22446.000,1.000
141970.234,135849.344,225353.250,225310.875,133511.625,160034.922,132900.625,147864.484,-0.022,1.021,-0.021,-0.336,-0.397,0.122,93.333,22447.000,1.000
142756.391,136205.281,225940.656,225442.828,134161.703,160558.484,133102.406,148499.984,-0.024,1.021,-0.025,-0.488,-0.458,0.183,93.333,22448.000,1.000
142354.250,135921.234,225707.844,225346.281,133900.906,160248.250,132944.063,148143.172,-0.024,1.021,-0.023,-0.397,-0.488,0.275,93.333,22449.000,1.000
141608.859,135588.188,225160.844,225227.906,133306.531,159749.000,132763.016,147574.891,-0.026,1.019,-0.019,-0.397,-0.397,0.397,93.333,22450.000,1.000
141844.438,135782.297,225259.641,225287.891,133408.094,159925.938,132859.484,147756.750,-0.023,1.017,-0.019,-0.488,-0.519,0.397,93.333,22451.000,1.000
142681.109,136189.188,225869.125,225440.953,134081.234,160498.141,133088.281,148436.422,-0.024,1.018,-0.019,-0.519,-0.458,0.397,93.333,22452.000,1.000
142513.031,136011.172,225799.484,225379.531,134002.563,160348.109,132988.688,148259.313,-0.026,1.016,-0.019,-0.641,-0.427,0.458,93.333,22453.000,1.000
141666.969,135606.781,225199.922,225243.813,133357.750,159783.594,132777.063,147618.344,-0.026,1.016,-0.023,-0.610,-0.397,0.488,93.333,22454.000,1.000
141744.125,135722.922,225179.000,225276.094,133328.156,159848.156,132829.000,147664.484,-0.026,1.016,-0.020,-0.610,-0.366,0.488,93.333,22455.000,1.000
142566.313,136142.781,225767.563,225431.563,133978.422,160419.469,133066.469,148337.188,-0.025,1.016,-0.021,-0.610,-0.275,0.427,93.333,22456.000,1.000
142638.641,136082.703,225875.203,225411.984,134097.688,160435.641,133033.828,148359.891,-0.023,1.017,-0.022,-0.519,-0.183,0.427,93.333,22457.000,1.000
141753.344,135633.438,225266.969,225256.688,133436.172,159839.391,132799.047,147682.625,-0.022,1.019,-0.020,-0.641,-0.153,0.275,93.333,22458.000,1.000
141656.594,135660.703,225124.719,225254.906,133271.297,159786.109,132802.531,147597.156,-0.023,1.017,-0.018,-0.641,-0.122,0.183,93.333,22459.000,1.000
142406.453,136062.313,225650.172,225395.984,133849.859,160315.563,133020.688,148216.031,-0.025,1.017,-0.015,-0.610,-0.153,0.183,93.333,22460.000,1.000
142723.859,136137.953,225933.594,225427.813,134159.734,160504.484,133062.719,148439.375,-0.024,1.017,-0.012,-0.671,-0.031,0.214,93.333,22461.000,1.000
141871.719,135686.094,225366.484,225273.500,133539.875,159926.203,132823.906,147773.734,-0.025,1.020,-0.017,-0.641,-0.061,0.092,93.333,22462.000,1.000
141607.609,135629.406,225113.281,225247.219,133254.219,159762.500,132788.234,147561.219,-0.024,1.020,-0.019,-0.610,0.000,0.122,93.333,22463.000,1.000
142258.047,135998.844,225549.500,225374.531,133729.875,160226.781,132988.500,148097.563,-0.024,1.020,-0.017,-0.732,0.061,0.000,93.333,22464.000,1.000
142784.109,136188.469,225974.531,225443.641,134197.109,160563.500,133094.984,148502.406,-0.024,1.019,-0.016,-0.916,0.183,0.000,93.333,22465.000,1.000
142017.172,135751.359,225476.094,225290.391,133655.844,160030.891,132861.453,147890.406,-0.025,1.021,-0.017,-0.885,0.214,0.000,93.333,22466.000,1.000
141571.313,135593.563,225100.938,225229.234,133244.484,159738.813,132773.750,147542.000,-0.025,1.022,-0.016,-0.977,0.275,0.031,93.333,22467.000,1.000
