EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
145843.797,145256.938,489790.594,401697.156,139250.125,164093.016,138157.031,152316.688,-0.025,1.009,-0.103,-0.854,0.549,0.641,93.333,10036.000,1.000
145772.906,145162.344,489788.250,401647.375,139317.453,164041.781,138087.656,152235.766,-0.026,1.007,-0.104,-0.824,0.549,0.732,93.333,10037.000,1.000
145075.797,144847.094,489149.875,401504.750,138507.781,163458.578,137855.547,151444.969,-0.027,1.010,-0.103,-0.854,0.610,0.824,93.333,10038.000,1.000
145088.125,144903.328,489073.000,401521.313,138359.359,163452.422,137887.563,151425.750,-0.030,1.009,-0.100,-0.916,0.580,0.916,93.333,10039.000,1.000
145730.781,145210.703,489648.156,401656.938,139103.047,163996.453,138121.531,152187.047,-0.029,1.011,-0.101,-0.916,0.580,1.007,93.333,10040.000,1.000
145875.625,145220.188,489839.219,401659.344,139411.766,164125.109,138132.359,152354.422,-0.029,1.011,-0.102,-0.946,0.671,1.007,93.333,10041.000,1.000
145174.234,144887.688,489217.563,401513.344,138635.719,163548.172,137895.875,151558.328,-0.028,1.009,-0.103,-0.946,0.580,0.977,93.333,10042.000,1.000
145045.031,144876.859,489009.063,401497.969,138329.406,163421.922,137874.500,151372.641,-0.029,1.008,-0.104,-0.854,0.641,1.038,93.333,10043.000,1.000
145616.250,145161.719,489499.125,401619.563,138952.219,163906.516,138084.172,152040.328,-0.028,1.007,-0.102,-0.793,0.671,1.160,93.333,10044.000,1.000
145941.781,145257.469,489853.156,401660.344,139466.844,164187.078,138158.641,152426.750,-0.027,1.007,-0.102,-0.763,0.641,1.282,93.333,10045.000,1.000
145281.781,144929.703,489283.281,401512.281,138768.672,163648.125,137920.375,151670.719,-0.027,1.007,-0.102,-0.824,0.641,1.221,93.333,10046.000,1.000
144999.891,144841.016,488947.031,401460.688,138303.125,163392.688,137846.250,151323.906,-0.026,1.009,-0.102,-0.885,0.732,1.160,93.333,10047.000,1.000
145481.156,145092.688,489339.969,401564.938,138787.703,163790.734,138030.438,151881.906,-0.025,1.008,-0.102,-0.824,0.824,1.129,93.333,10048.000,1.000
145961.906,145269.188,489822.063,401639.063,139466.672,164195.297,138165.531,152455.797,-0.025,1.008,-0.103,-0.793,0.885,1.160,93.333,10049.000,1.000
145405.609,144977.625,489353.656,401507.813,138910.641,163738.156,137954.078,151808.406,-0.026,1.007,-0.105,-0.824,0.916,1.190,93.333,10050.000,1.000
144998.547,144836.094,488920.125,401443.531,138324.766,163385.984,137852.875,151326.953,-0.024,1.007,-0.106,-0.671,0.977,1.282,93.333,10051.000,1.000
145380.313,145049.422,489207.281,401530.500,138657.625,163697.297,138005.578,151750.563,-0.026,1.007,-0.104,-0.671,0.977,1.221,93.333,10052.000,1.000
145971.563,145291.891,489785.750,401637.875,139442.969,164196.547,138185.016,152456.875,-0.025,1.007,-0.105,-0.671,0.977,1.221,93.333,10053.000,1.000
145550.000,145049.781,489455.469,401526.406,139070.063,163851.344,138005.047,151965.313,-0.027,1.010,-0.104,-0.580,1.099,1.160,93.333,10054.000,1.000
145006.953,144831.625,488916.813,401424.656,138363.203,163390.719,137842.672,151338.938,-0.026,1.011,-0.101,-0.580,1.129,1.221,93.333,10055.000,1.000
145260.688,144988.438,489068.344,401478.844,138522.266,163590.016,137948.984,151605.906,-0.027,1.011,-0.105,-0.458,1.099,1.129,93.333,10056.000,1.000
145906.297,145266.234,489677.469,401599.344,139345.609,164141.031,138164.813,152388.031,-0.027,1.013,-0.100,-0.641,1.129,1.099,93.333,10057.000,1.000
145664.188,145101.625,489515.375,401520.938,139202.641,163951.031,138049.125,152107.031,-0.026,1.012,-0.101,-0.671,1.190,1.129,93.333,10058.000,1.000
145027.516,144831.000,488915.094,401398.281,138428.297,163424.250,137856.891,151384.797,-0.027,1.012,-0.104,-0.641,1.068,1.068,93.333,10059.000,1.000
145158.844,144934.891,488948.625,401432.250,138426.781,163519.641,137922.516,151506.484,-0.027,1.014,-0.103,-0.610,1.129,1.068,93.333,10060.000,1.000
145821.359,145238.156,489557.688,401564.031,139231.344,164083.984,138152.828,152301.672,-0.028,1.015,-0.101,-0.549,1.160,1.099,93.333,10061.000,1.000
145784.516,145161.891,489581.094,401527.906,139327.734,164063.516,138098.031,152252.938,-0.026,1.012,-0.107,-0.488,1.129,1.160,93.333,10062.000,1.000
145097.078,144857.453,488956.875,401398.094,138536.203,163499.078,137883.094,151475.641,-0.025,1.012,-0.105,-0.519,1.221,1.129,93.333,10063.000,1.000
145099.844,144909.859,488868.531,401408.656,138375.547,163479.594,137906.156,151437.813,-0.025,1.013,-0.107,-0.427,1.221,1.129,93.333,10064.000,1.000
145731.406,145207.938,489432.781,401537.125,139102.156,164009.328,138125.656,152183.109,-0.026,1.011,-0.106,-0.397,1.251,1.038,93.333,10065.000,1.000
145894.047,145223.313,489635.719,401537.656,139430.906,164146.297,138137.188,152364.344,-0.027,1.012,-0.105,-0.427,1.221,0.946,93.333,10066.000,1.000
145194.969,144895.734,489015.156,401392.750,138655.828,163566.859,137900.969,151569.156,-0.027,1.013,-0.101,-0.305,1.312,0.885,93.333,10067.000,1.000
145047.625,144878.109,488797.000,401377.813,138333.438,163423.359,137877.094,151374.609,-0.028,1.012,-0.101,-0.397,1.282,0.854,93.333,10068.000,1.000
145611.250,145161.000,489281.844,401501.625,138946.766,163898.734,138085.328,152037.734,-0.028,1.009,-0.104,-0.336,1.099,0.793,93.333,10069.000,1.000
145950.641,145265.156,489642.156,401545.094,139474.984,164193.063,138165.797,152440.781,-0.026,1.007,-0.104,-0.061,1.099,0.732,93.333,10070.000,1.000
145299.484,144941.234,489079.094,401397.281,138787.984,163657.250,137928.953,151691.281,-0.027,1.008,-0.102,0.000,1.099,0.824,93.333,10071.000,1.000
145007.484,144853.531,488739.781,401350.719,138316.453,163393.578,137856.172,151335.000,-0.028,1.011,-0.104,0.153,1.007,0.885,93.333,10072.000,1.000
145483.750,145105.125,489126.719,401454.688,138788.609,163788.672,138036.953,151882.250,-0.027,1.012,-0.105,0.275,1.068,0.793,93.333,10073.000,1.000
145975.141,145287.063,489621.156,401530.781,139479.719,164206.469,138176.875,152470.469,-0.027,1.010,-0.103,0.336,1.038,0.793,93.333,10074.000,1.000
145429.578,144999.703,489170.188,401402.125,138943.547,163760.328,137969.641,151836.484,-0.025,1.011,-0.104,0.427,1.068,1.038,93.333,10075.000,1.000
145006.406,144851.016,488727.094,401334.000,138346.672,163397.781,137856.719,151338.938,-0.025,1.011,-0.107,0.458,1.038,1.160,93.333,10076.000,1.000
145374.047,145059.344,488999.969,401420.000,138662.188,163700.422,138003.250,151745.641,-0.025,1.011,-0.109,0.549,1.099,1.099,93.333,10077.000,1.000
145975.234,145308.703,489582.875,401529.625,139455.484,164215.859,138193.781,152462.688,-0.024,1.011,-0.107,0.580,1.160,1.068,93.333,10078.000,1.000
145563.234,145069.719,489263.094,401415.969,139100.641,163883.797,138015.859,151983.906,-0.023,1.013,-0.106,0.732,1.251,1.099,93.333,10079.000,1.000
145006.141,144845.031,488715.656,401311.094,138387.344,163416.297,137850.453,151350.109,-0.026,1.014,-0.106,0.793,1.282,0.946,93.333,10080.000,1.000
145249.594,144997.375,488858.156,401366.375,138533.531,163611.375,137955.156,151612.875,-0.029,1.015,-0.108,0.854,1.282,0.916,93.333,10081.000,1.000
145908.266,145280.438,489475.406,401491.094,139359.375,164168.203,138170.359,152399.203,-0.029,1.016,-0.110,0.732,1.190,0.977,93.333,10082.000,1.000
145684.656,145117.359,489329.875,401415.438,139228.391,163984.828,138051.359,152129.203,-0.028,1.014,-0.108,0.793,1.190,0.916,93.333,10083.000,1.000
145042.797,144843.156,488727.813,401296.625,138450.563,163452.328,137860.203,151401.516,-0.029,1.014,-0.109,0.793,1.129,0.763,93.333,10084.000,1.000
145162.875,144944.094,488749.438,401331.313,138436.438,163539.141,137928.422,151510.500,-0.028,1.012,-0.111,0.854,1.190,0.732,93.333,10085.000,1.000
145832.438,145255.594,489359.813,401470.531,139240.641,164109.109,138169.453,152308.281,-0.028,1.011,-0.113,0.763,1.160,0.793,93.333,10086.000,1.000
145813.219,145187.641,489397.813,401435.031,139355.172,164096.141,138117.516,152273.594,-0.027,1.011,-0.112,0.824,1.129,0.702,93.333,10087.000,1.000
145109.672,144866.672,488760.250,401287.875,138546.578,163511.156,137879.781,151476.438,-0.028,1.010,-0.109,0.916,1.190,0.732,93.333,10088.000,1.000
145091.797,144907.625,488659.313,401294.219,138370.625,163477.719,137896.953,151424.766,-0.027,1.011,-0.111,0.793,1.129,0.793,93.333,10089.000,1.000
145721.047,145207.484,489219.438,401426.969,139093.578,164009.781,138123.859,152169.438,-0.026,1.010,-0.111,0.641,1.007,0.702,93.333,10090.000,1.000
145892.344,145226.891,489432.250,401431.531,139433.500,164156.938,138136.734,152371.219,-0.025,1.010,-0.109,0.732,1.099,0.824,93.333,10091.000,1.000
145188.359,144889.203,488808.625,401279.188,138656.547,163572.938,137888.453,151570.500,-0.025,1.012,-0.109,0.671,1.099,0.732,93.333,10092.000,1.000
145038.156,144871.500,488582.438,401264.000,138322.703,163427.641,137868.516,151365.656,-0.025,1.011,-0.110,0.702,1.160,0.732,93.333,10093.000,1.000
145610.266,145158.844,489074.625,401391.313,138941.844,163909.469,138087.391,152033.891,-0.027,1.008,-0.109,0.702,1.129,0.763,93.333,10094.000,1.000
145961.641,145263.641,489447.156,401432.438,139485.172,164205.578,138167.844,152452.313,-0.026,1.009,-0.111,0.610,1.160,0.732,93.333,10095.000,1.000
145303.422,144934.625,488883.094,401281.250,138795.047,163664.672,137926.281,151701.828,-0.025,1.010,-0.111,0.580,1.190,0.763,93.333,10096.000,1.000
144999.078,144844.313,488536.563,401232.438,138311.797,163398.688,137851.625,151336.781,-0.026,1.012,-0.112,0.458,1.251,0.824,93.333,10097.000,1.000
