thisRow.t,notes,Start.started,textWelcome.started,keyWelcome.started,Start.stopped,break_1.started,polygon.started,polygon.stopped,break_1.stopped,trial.started,eegtime,hz_18.started,hz_16.started,hz_12.started,text.started,text_2.started,text_4.started,hz_18.stopped,hz_16.stopped,hz_12.stopped,text.stopped,text_2.stopped,text_4.stopped,trial.stopped,break_2.started,polygon_2.started,polygon_2.stopped,break_2.stopped,Adios.started,text_3.started,key_resp.started,Adios.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.08584710001014173,0.09689960000105202,0.09689960000105202,3.253875299997162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829155,001,2024-07-07_22h24.28.287,untitled,2024.1.5,None,2024-07-07 22h24.36.924574 -0400,
,,,,,,3.2538990000030026,3.263189900026191,5.762911800004076,5.750640200043563,,,,,,,,,,,,,,,,,,,,,,,,,,,829155,001,2024-07-07_22h24.28.287,untitled,2024.1.5,None,2024-07-07 22h24.36.924574 -0400,
,,,,,,,,,,5.750656500051264,1,5.762911800004076,5.762911800004076,5.762911800004076,5.762911800004076,5.762911800004076,5.762911800004076,25.755101100017782,25.755101100017782,25.755101100017782,25.755101100017782,25.755101100017782,25.755101100017782,25.74736890004715,,,,,,,,,,,,829155,001,2024-07-07_22h24.28.287,untitled,2024.1.5,None,2024-07-07 22h24.36.924574 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,25.74738559999969,25.755101100017782,35.75264520000201,35.74050990003161,,,,,,,,829155,001,2024-07-07_22h24.28.287,untitled,2024.1.5,None,2024-07-07 22h24.36.924574 -0400,
,,,,,,,,,,35.740526400040835,2,35.75264520000201,35.75264520000201,35.75264520000201,35.75264520000201,35.75264520000201,35.75264520000201,55.75177870003972,55.75177870003972,55.75177870003972,55.75177870003972,55.75177870003972,55.75177870003972,55.74405650002882,,,,,,,,,,,,829155,001,2024-07-07_22h24.28.287,untitled,2024.1.5,None,2024-07-07 22h24.36.924574 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,55.74407539999811,55.75177870003972,65.74926520005101,65.7370329000405,,,,,,,,829155,001,2024-07-07_22h24.28.287,untitled,2024.1.5,None,2024-07-07 22h24.36.924574 -0400,
,,,,,,,,,,65.73704810003983,3,65.74926520005101,65.74926520005101,65.74926520005101,65.74926520005101,65.74926520005101,65.74926520005101,85.74134260002756,85.74134260002756,85.74134260002756,85.74134260002756,85.74134260002756,85.74134260002756,85.73511710000457,,,,,,,,,,,,829155,001,2024-07-07_22h24.28.287,untitled,2024.1.5,None,2024-07-07 22h24.36.924574 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,85.7351336000138,85.74832360004075,95.7403067999985,95.73359130002791,,,,,,,,829155,001,2024-07-07_22h24.28.287,untitled,2024.1.5,None,2024-07-07 22h24.36.924574 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.73360700003104,95.7472808000166,95.7472808000166,97.22008290002123,space,1.467072899977211,None,829155,001,2024-07-07_22h24.28.287,untitled,2024.1.5,None,2024-07-07 22h24.36.924574 -0400,
